run_id,plant,line,product,shift,start_datetime,end_datetime,duration_hours,input_weight_kg,expected_yield,actual_yield,yield_pct,avg_brix,grade_a_pct,downtime_minutes,is_organic_run,num_lots_consumed
RUN-015604,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Afternoon,2025-10-04 14:27:00,2025-10-04 18:55:58,4.48,37836.2,15891.2,12375.6,77.88,6.01,70.7,8,True,157
RUN-015605,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2026-01-01 22:16:00,2026-01-02 02:36:33,4.34,17893.0,3220.7,2778.3,86.26,5.92,63.01,32,False,73
RUN-015606,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2024-12-12 22:25:00,2024-12-13 06:00:34,7.59,21394.4,6418.3,5669.6,88.33,5.98,72.22,24,False,90
RUN-015607,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2024-11-08 06:01:00,2024-11-08 10:43:24,4.71,48289.4,14486.8,12689.9,87.6,6.06,69.35,27,False,199
RUN-015608,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2026-05-13 14:12:00,2026-05-13 19:20:24,5.14,26063.1,1303.2,1008.9,77.42,5.99,67.29,21,False,107
RUN-015609,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2024-12-04 14:15:00,2024-12-04 22:07:20,7.87,26380.4,7914.1,6196.6,78.3,6.06,64.55,70,False,110
RUN-015610,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2024-09-08 14:10:00,2024-09-08 20:29:59,6.33,40719.4,17102.1,14318.4,83.72,5.95,68.71,212,False,163
RUN-015611,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-11-16 06:23:00,2025-11-16 12:36:46,6.23,19980.2,8391.7,6899.9,82.22,6.04,66.27,19,True,83
RUN-015612,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-01-24 06:28:00,2025-01-24 14:37:50,8.16,43682.1,18346.5,15805.4,86.15,6.03,65.93,2,False,182
RUN-015613,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Morning,2024-09-18 06:28:00,2024-09-18 14:34:36,8.11,19696.0,3545.3,2801.0,79.01,6.01,77.65,45,True,85
RUN-015614,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2025-04-23 22:27:00,2025-04-24 06:32:13,8.09,38481.0,1924.0,1471.6,76.49,6.01,61.15,48,False,157
RUN-015615,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2024-12-23 14:01:00,2024-12-23 23:59:10,9.97,17091.1,7178.3,6072.5,84.6,6.04,77.27,24,True,66
RUN-015616,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-11-17 22:16:00,2025-11-18 03:08:12,4.87,45389.6,19063.6,14889.1,78.1,5.94,60.89,50,False,179
RUN-015617,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2025-10-21 06:29:00,2025-10-21 12:03:11,5.57,41724.2,12517.3,10236.8,81.78,6.06,71.19,38,False,177
RUN-015618,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2024-06-30 14:20:00,2024-06-30 20:52:50,6.55,32826.3,5908.7,4791.4,81.09,5.97,72.39,5,False,134
RUN-015619,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-03-21 14:17:00,2025-03-21 23:23:47,9.11,40852.8,4902.3,4090.6,83.44,5.95,69.44,11,False,180
RUN-015620,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2024-06-25 14:21:00,2024-06-25 20:15:13,5.9,28650.6,12033.3,9986.6,82.99,6.03,72.88,53,False,118
RUN-015621,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Morning,2025-04-27 06:27:00,2025-04-27 16:10:46,9.73,34062.2,14306.1,11914.1,83.28,6.09,78.68,2,True,136
RUN-015622,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2026-02-25 14:17:00,2026-02-26 00:11:10,9.9,22961.4,4133.1,3366.9,81.46,6.05,64.84,189,False,91
RUN-015623,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Night,2025-04-23 22:11:00,2025-04-24 07:04:31,8.89,46897.2,19696.8,17252.9,87.59,5.96,71.07,1,False,197
RUN-015624,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2024-12-26 06:21:00,2024-12-26 15:07:38,8.78,26186.6,1309.3,1127.2,86.09,6.08,70.09,32,False,107
RUN-015625,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2024-07-15 14:15:00,2024-07-15 21:25:52,7.18,15250.2,2745.0,2300.5,83.81,6.12,68.85,1,False,61
RUN-015626,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-02-13 14:27:00,2026-02-13 20:02:31,5.59,38112.6,16007.3,12939.6,80.84,6.01,67.97,60,False,153
RUN-015627,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2024-08-16 14:11:00,2024-08-16 20:05:23,5.91,29853.3,12538.4,10449.7,83.34,6.02,69.35,3,True,124
RUN-015628,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2025-04-29 06:03:00,2025-04-29 12:35:41,6.54,36805.2,4416.6,3248.8,73.56,6.04,61.84,29,False,152
RUN-015629,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Night,2024-06-23 22:14:00,2024-06-24 07:02:31,8.81,36076.9,15152.3,12895.7,85.11,6.04,71.24,11,True,153
RUN-015630,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2026-02-14 22:15:00,2026-02-15 05:09:58,6.92,30323.8,5458.3,4462.7,81.76,6.04,66.67,13,False,126
RUN-015631,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2026-05-17 06:30:00,2026-05-17 12:06:49,5.61,47655.6,20015.4,15616.6,78.02,6.0,67.0,43,False,200
RUN-015632,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2024-12-07 06:11:00,2024-12-07 10:48:10,4.62,14840.7,742.0,640.1,86.27,5.97,66.13,110,False,62
RUN-015633,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2026-03-23 22:29:00,2026-03-24 04:15:25,5.77,12666.5,5319.9,4535.4,85.25,5.9,68.63,18,False,51
RUN-015634,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-01-16 14:09:00,2026-01-16 19:29:01,5.33,48357.8,20310.3,15267.7,75.17,5.95,67.01,40,False,197
RUN-015635,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2024-12-07 06:20:00,2024-12-07 14:23:27,8.06,44756.7,13427.0,11426.6,85.1,5.99,70.59,51,False,187
RUN-015636,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2026-03-18 14:21:00,2026-03-18 23:19:23,8.97,42261.5,12678.4,10342.4,81.57,5.97,64.71,5,False,170
RUN-015637,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-04-26 06:18:00,2025-04-26 11:10:06,4.87,28934.4,1446.7,1200.4,82.98,5.94,67.5,11,False,120
RUN-015638,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2024-08-18 14:23:00,2024-08-18 23:42:12,9.32,13072.2,2353.0,1949.4,82.85,6.11,66.67,10,False,51
RUN-015639,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2026-04-15 22:17:00,2026-04-16 05:46:45,7.5,28696.1,5165.3,4360.0,84.41,5.99,77.97,38,True,118
RUN-015640,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Morning,2024-12-27 06:13:00,2024-12-27 11:17:17,5.07,25150.0,4527.0,4006.5,88.5,5.95,78.3,1,True,106
RUN-015641,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2024-12-03 06:01:00,2024-12-03 11:34:49,5.56,27003.1,11341.3,9472.6,83.52,6.04,64.41,17,False,118
RUN-015642,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-10-15 14:01:00,2025-10-15 21:15:50,7.25,16804.7,2016.6,1609.3,79.8,6.05,62.32,1,False,69
RUN-015643,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Morning,2026-02-28 06:22:00,2026-02-28 12:23:54,6.03,44343.9,5321.3,4437.3,83.39,5.98,67.39,0,False,184
RUN-015644,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2025-07-04 14:16:00,2025-07-04 21:30:32,7.24,36413.2,15293.5,12228.2,79.96,6.02,64.24,12,False,151
RUN-015645,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2024-10-30 22:29:00,2024-10-31 06:51:52,8.38,35595.2,1779.8,1409.1,79.17,6.0,67.61,15,False,142
RUN-015646,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2025-08-30 06:21:00,2025-08-30 14:40:09,8.32,38362.3,11508.7,9348.1,81.23,5.98,70.7,9,False,157
RUN-015647,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2025-12-07 22:27:00,2025-12-08 05:24:59,6.97,14582.0,2624.8,2058.2,78.41,5.85,70.0,10,False,60
RUN-015648,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2024-10-09 06:08:00,2024-10-09 12:16:56,6.15,34091.7,14318.5,11037.0,77.08,5.94,69.57,3,False,138
RUN-015649,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-03-05 06:15:00,2025-03-05 15:25:50,9.18,26969.6,11327.2,9244.6,81.61,5.97,66.67,28,False,108
RUN-015650,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2026-06-02 22:04:00,2026-06-03 06:00:44,7.95,27434.6,4938.2,4150.3,84.04,6.03,68.1,16,False,116
RUN-015651,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2026-01-06 14:05:00,2026-01-06 21:22:04,7.28,36079.6,1804.0,1553.9,86.14,6.0,63.4,10,False,153
RUN-015652,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Night,2026-04-10 22:06:00,2026-04-11 04:05:01,5.98,39095.2,16420.0,13311.5,81.07,5.98,63.86,222,False,166
RUN-015653,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2026-03-08 14:05:00,2026-03-08 20:17:30,6.21,31757.4,3810.9,2955.1,77.54,6.07,66.67,3,False,129
RUN-015654,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Morning,2025-11-11 06:10:00,2025-11-11 11:03:49,4.9,45997.2,19318.8,15445.6,79.95,5.96,65.76,34,False,184
RUN-015655,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-06-28 14:10:00,2025-06-28 20:04:34,5.91,32740.2,3928.8,3188.5,81.16,6.06,67.41,18,False,135
RUN-015656,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2024-11-07 22:24:00,2024-11-08 02:35:00,4.18,47355.5,19889.3,16468.4,82.8,5.95,80.5,36,True,200
RUN-015657,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-03-18 14:21:00,2026-03-18 22:15:43,7.91,43063.4,18086.6,13921.3,76.97,5.9,67.98,57,False,178
RUN-015658,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2026-02-14 14:25:00,2026-02-14 19:59:24,5.57,19128.4,2295.4,1994.6,86.9,5.92,65.38,237,False,78
RUN-015659,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-12-07 06:23:00,2025-12-07 14:08:35,7.76,30737.5,12909.8,11216.9,86.89,6.05,79.84,8,True,129
RUN-015660,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-02-26 06:01:00,2025-02-26 11:06:41,5.09,30348.4,12746.3,10988.5,86.21,6.02,70.49,0,False,122
RUN-015661,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-06-02 14:26:00,2025-06-02 20:56:17,6.5,15257.5,1830.9,1481.9,80.94,5.99,53.97,74,False,63
RUN-015662,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2025-05-20 22:14:00,2025-05-21 07:46:32,9.54,34839.2,6271.1,5180.5,82.61,6.01,72.34,1,False,141
RUN-015663,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2024-09-11 14:09:00,2024-09-11 20:03:15,5.9,44516.5,18696.9,16588.3,88.72,6.01,75.82,41,True,182
RUN-015664,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2026-06-10 22:03:00,2026-06-11 05:51:53,7.81,21081.1,8854.1,7356.2,83.08,6.03,88.64,2,True,88
RUN-015665,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2025-10-02 06:02:00,2025-10-02 15:06:59,9.08,24776.3,4459.7,3688.7,82.71,5.97,69.89,17,False,93
RUN-015666,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2026-05-31 06:22:00,2026-05-31 11:45:47,5.4,34529.5,4143.5,3417.7,82.48,6.06,71.53,6,False,144
RUN-015667,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2024-11-20 22:25:00,2024-11-21 05:16:09,6.85,48422.5,20337.4,16977.4,83.48,5.98,68.82,5,False,186
RUN-015668,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2026-03-26 14:00:00,2026-03-26 18:16:28,4.27,28661.3,8598.4,7009.7,81.52,6.0,73.6,0,True,125
RUN-015669,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2026-02-12 22:21:00,2026-02-13 07:54:05,9.55,35272.7,6349.1,5108.2,80.46,6.01,71.13,20,False,142
RUN-015670,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Afternoon,2025-11-17 14:21:00,2025-11-17 23:44:41,9.39,34459.6,14473.0,11746.3,81.16,6.02,70.42,72,False,142
RUN-015671,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2025-01-20 22:22:00,2025-01-21 02:54:36,4.54,29647.0,5336.5,4402.3,82.49,6.04,70.43,19,True,115
RUN-015672,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2024-12-13 06:01:00,2024-12-13 12:35:03,6.57,31136.0,13077.1,10979.7,83.96,6.0,60.48,14,False,124
RUN-015673,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2026-04-10 22:14:00,2026-04-11 05:44:54,7.52,13764.6,4129.4,3382.3,81.91,6.01,68.25,75,False,63
RUN-015674,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2024-06-19 06:14:00,2024-06-19 15:27:01,9.22,19098.1,8021.2,6403.3,79.83,5.94,65.79,6,False,76
RUN-015675,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2025-02-12 14:29:00,2025-02-12 19:42:00,5.22,30708.4,3685.0,2987.5,81.07,5.95,71.09,266,False,128
RUN-015676,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Night,2025-01-30 22:25:00,2025-01-31 04:05:15,5.67,22964.7,9645.2,8186.2,84.87,6.13,67.37,4,False,95
RUN-015677,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2025-06-28 14:08:00,2025-06-28 23:31:07,9.39,28417.8,11935.5,9982.0,83.63,6.13,78.33,0,True,120
RUN-015678,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-07-31 06:22:00,2025-07-31 12:38:14,6.27,35058.4,1752.9,1403.3,80.06,5.95,64.08,9,False,142
RUN-015679,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Morning,2026-05-08 06:06:00,2026-05-08 15:25:24,9.32,11709.9,2107.8,1802.1,85.5,5.84,84.91,17,True,53
RUN-015680,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2025-09-21 22:22:00,2025-09-22 03:36:54,5.25,38322.8,11496.8,9939.6,86.46,6.06,80.25,27,True,157
RUN-015681,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Night,2024-09-20 22:02:00,2024-09-21 06:19:58,8.3,41935.3,17612.8,15619.9,88.68,6.06,68.39,26,False,174
RUN-015682,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2026-05-28 22:02:00,2026-05-29 05:17:12,7.25,12782.7,639.1,545.9,85.42,6.04,60.34,25,False,58
RUN-015683,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2025-05-29 06:24:00,2025-05-29 16:09:55,9.77,37707.6,6787.4,5541.5,81.64,6.05,70.0,23,False,160
RUN-015684,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2025-01-01 22:13:00,2025-01-02 07:03:44,8.85,21926.0,6577.8,5460.3,83.01,5.99,69.07,10,False,97
RUN-015685,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2025-09-22 06:11:00,2025-09-22 11:48:13,5.62,42431.0,12729.3,10369.9,81.46,5.98,73.56,53,True,174
RUN-015686,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2024-12-12 14:01:00,2024-12-12 19:56:00,5.92,44296.9,18604.7,15582.9,83.76,6.01,67.23,24,False,177
RUN-015687,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2024-06-28 22:21:00,2024-06-29 04:44:02,6.38,29023.9,1451.2,1092.2,75.26,5.97,69.67,10,False,122
RUN-015688,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-03-02 06:11:00,2025-03-02 11:21:41,5.18,46475.4,19519.7,16903.9,86.6,5.93,79.4,41,True,199
RUN-015689,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2024-09-12 06:16:00,2024-09-12 14:23:38,8.13,33368.7,14014.9,11726.8,83.67,5.98,66.67,28,False,135
RUN-015690,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2025-08-10 14:08:00,2025-08-10 18:46:11,4.64,40597.8,17051.1,13599.3,79.76,6.02,67.88,0,False,165
RUN-015691,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Afternoon,2025-05-30 14:11:00,2025-05-30 19:06:24,4.92,16493.6,6927.3,5520.9,79.7,6.05,72.6,33,False,73
RUN-015692,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2024-06-23 22:19:00,2024-06-24 05:43:24,7.41,22593.5,9489.3,8183.6,86.24,6.01,82.29,0,True,96
RUN-015693,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-11-03 22:14:00,2025-11-04 02:57:42,4.73,44804.9,18818.1,13506.2,71.77,5.96,65.54,8,False,177
RUN-015694,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Afternoon,2026-03-24 14:17:00,2026-03-24 22:58:25,8.69,23575.9,9901.9,8046.5,81.26,6.01,74.51,27,False,102
RUN-015695,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2024-11-21 14:16:00,2024-11-21 23:06:07,8.84,15988.6,2877.9,2262.2,78.61,5.99,70.59,37,False,68
RUN-015696,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Morning,2024-12-20 06:19:00,2024-12-20 14:38:57,8.33,38795.1,4655.4,3995.5,85.83,6.05,71.97,17,False,157
RUN-015697,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Afternoon,2024-09-17 14:11:00,2024-09-17 18:15:51,4.08,44283.6,18599.1,15028.4,80.8,6.05,70.43,2,False,186
RUN-015698,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Night,2025-05-19 22:29:00,2025-05-20 05:34:30,7.09,21919.4,2630.3,2307.7,87.74,6.01,65.98,13,False,97
RUN-015699,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2026-05-29 14:26:00,2026-05-29 21:41:49,7.26,33430.5,10029.2,8423.2,83.99,5.98,69.4,22,False,134
RUN-015700,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2025-04-06 14:20:00,2025-04-06 23:36:02,9.27,45502.6,5460.3,4767.8,87.32,6.01,66.84,10,False,187
RUN-015701,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Morning,2026-01-17 06:18:00,2026-01-17 13:47:20,7.49,12016.0,2162.9,1717.7,79.42,5.85,82.69,5,True,52
RUN-015702,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2024-09-04 22:00:00,2024-09-05 06:15:43,8.26,35278.6,1763.9,1476.4,83.7,5.97,66.88,29,False,154
RUN-015703,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2024-12-15 22:18:00,2024-12-16 02:26:33,4.14,25908.6,10881.6,8916.7,81.94,5.98,76.92,4,True,104
RUN-015704,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Night,2025-01-17 22:29:00,2025-01-18 06:32:42,8.06,32235.6,3868.3,3185.8,82.36,6.04,69.23,13,False,130
RUN-015705,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2026-02-12 14:00:00,2026-02-12 18:15:14,4.25,15648.4,6572.3,5273.5,80.24,6.02,63.08,33,False,65
RUN-015706,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2024-08-20 06:17:00,2024-08-20 13:04:50,6.8,24076.7,7223.0,5727.0,79.29,5.93,65.66,58,False,99
RUN-015707,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2025-09-23 14:24:00,2025-09-23 18:40:50,4.28,28598.3,8579.5,6763.1,78.83,5.99,62.81,4,False,121
RUN-015708,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2025-03-19 06:16:00,2025-03-19 15:22:04,9.1,25717.3,7715.2,6427.7,83.31,6.04,68.47,12,False,111
RUN-015709,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2025-05-29 06:07:00,2025-05-29 14:02:20,7.92,19505.6,8192.4,5940.6,72.51,5.9,67.09,68,False,79
RUN-015710,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2024-07-22 06:14:00,2024-07-22 15:38:45,9.41,31423.4,5656.2,4770.0,84.33,5.93,70.37,26,False,135
RUN-015711,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-12-09 14:08:00,2025-12-09 23:40:40,9.54,37097.0,4451.6,3616.0,81.23,6.06,67.83,41,False,143
RUN-015712,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-06-25 06:20:00,2025-06-25 14:25:27,8.09,25621.1,1281.1,943.1,73.62,6.09,59.26,53,False,108
RUN-015713,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Night,2025-05-06 22:19:00,2025-05-07 02:50:41,4.53,17721.3,7442.9,6142.0,82.52,5.87,70.27,82,False,74
RUN-015714,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2026-01-07 14:00:00,2026-01-07 23:42:56,9.72,39787.1,1989.4,1654.6,83.17,5.99,63.8,5,False,163
RUN-015715,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-01-05 06:20:00,2025-01-05 11:35:14,5.25,20326.5,1016.3,814.1,80.1,6.01,62.79,3,False,86
RUN-015716,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2025-01-08 22:18:00,2025-01-09 04:01:25,5.72,19426.8,8159.3,6651.7,81.52,6.05,71.79,22,False,78
RUN-015717,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2024-12-14 22:20:00,2024-12-15 08:16:32,9.94,39269.9,7068.6,5903.8,83.52,6.01,68.07,3,False,166
RUN-015718,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2026-03-05 06:22:00,2026-03-05 15:04:14,8.7,45096.4,8117.4,6495.0,80.01,5.95,66.15,39,False,195
RUN-015719,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Night,2025-11-07 22:26:00,2025-11-08 02:28:28,4.04,20703.2,8695.3,6574.2,75.61,5.98,65.43,6,False,81
RUN-015720,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2025-12-24 22:06:00,2025-12-25 02:57:44,4.86,21793.3,6538.0,5417.1,82.86,5.94,62.37,82,False,93
RUN-015721,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2026-03-08 22:06:00,2026-03-09 03:19:45,5.23,47033.5,2351.7,1939.8,82.49,6.06,66.49,23,False,191
RUN-015722,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2024-11-09 22:01:00,2024-11-10 04:55:51,6.91,39481.7,16582.3,12605.6,76.02,6.02,67.92,10,False,159
RUN-015723,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-06-06 14:28:00,2026-06-07 00:02:06,9.57,34559.6,14515.0,12823.3,88.35,6.04,67.57,4,False,148
RUN-015724,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2025-10-21 06:18:00,2025-10-21 15:35:18,9.29,14644.5,4393.3,3482.2,79.26,5.98,82.46,2,True,57
RUN-015725,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-12-07 14:05:00,2025-12-07 19:53:06,5.8,22692.1,2723.1,2138.1,78.52,5.87,68.89,11,False,90
RUN-015726,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-04-05 06:30:00,2025-04-05 16:17:41,9.79,41911.0,17602.6,15212.3,86.42,5.93,63.22,0,False,174
RUN-015727,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2024-10-19 14:01:00,2024-10-19 22:47:48,8.78,16260.4,4878.1,3970.1,81.39,6.0,74.24,23,True,66
RUN-015728,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2026-01-26 22:08:00,2026-01-27 06:07:37,7.99,35367.2,10610.2,7998.4,75.38,5.98,65.75,57,False,146
RUN-015729,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Afternoon,2025-09-09 14:29:00,2025-09-09 22:28:00,7.98,46615.6,19578.6,16475.3,84.15,6.02,64.43,13,False,194
RUN-015730,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2025-02-14 06:21:00,2025-02-14 16:20:31,9.99,49994.8,14998.4,12239.7,81.61,6.05,65.5,88,False,200
